#-----------------------------------------------------------------------------
# Date d'extraction : 27/12/2025 - 18h56 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP8.5 : Emissions non réduites
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     ATAV : Ecart de température moyenne journalière (°C)
#     APN20MM : Ecart de nombre de jours de fortes précipitations (jour(s))
#     AFF98 : Ecart de nombre de jours de vent fort (jour(s))
#     ARRR : Ecart relatif de cumul de précipitation
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;ATAV;APN20MM;AFF98;ARRR;
#-----------------------------------------------------------------------------
13555;48.2179;7.2371;RCP8.5;H3;4.28;6;0.29;0.11;
13556;48.2134;7.3445;RCP8.5;H3;4.22;2;0.98;0.16;
13557;48.2088;7.4519;RCP8.5;H3;3.92;2;1.53;0.15;
13558;48.2041;7.5593;RCP8.5;H3;3.9;1;0.63;0.2;
13559;48.1992;7.6667;RCP8.5;H3;0;0;0;0.2;
13589;48.193;-4.5037;RCP8.5;H3;0;0;0;0.06;
13590;48.1992;-4.3965;RCP8.5;H3;0;0;0;0.07;
13591;48.2053;-4.2893;RCP8.5;H3;2.89;3;0.66;0.07;
13592;48.2113;-4.1821;RCP8.5;H3;3.23;4;0.56;0.06;
13593;48.2172;-4.0748;RCP8.5;H3;3.23;4;0.88;0.06;
13594;48.223;-3.9675;RCP8.5;H3;3.36;3;0.08;0.05;
13595;48.2287;-3.8602;RCP8.5;H3;3.35;3;0.08;0.05;
13596;48.2344;-3.7529;RCP8.5;H3;3.34;3;0.12;0.05;
13597;48.2399;-3.6455;RCP8.5;H3;3.33;3;-0.2;0.05;
13598;48.2453;-3.5382;RCP8.5;H3;3.14;2;-0.06;0.05;
13599;48.2506;-3.4308;RCP8.5;H3;3.27;3;-0.27;0.07;
13600;48.2559;-3.3233;RCP8.5;H3;3.26;3;-0.16;0.06;
13601;48.261;-3.2159;RCP8.5;H3;3.28;2;-0.23;0.06;
13602;48.266;-3.1084;RCP8.5;H3;3.26;3;0.57;0.06;
13603;48.2709;-3.0009;RCP8.5;H3;3.24;2;0.46;0.06;
13604;48.2758;-2.8934;RCP8.5;H3;3.26;2;0.53;0.09;
13605;48.2805;-2.7859;RCP8.5;H3;3.27;2;0.74;0.1;
13606;48.2851;-2.6784;RCP8.5;H3;3.28;2;0.8;0.1;
13607;48.2897;-2.5708;RCP8.5;H3;3.28;2;1.35;0.1;
13608;48.2941;-2.4632;RCP8.5;H3;3.28;3;0.84;0.08;
13609;48.2985;-2.3556;RCP8.5;H3;3.43;1;0.95;0.08;
13610;48.3027;-2.248;RCP8.5;H3;3.4;2;0.53;0.08;
13611;48.3068;-2.1404;RCP8.5;H3;3.4;2;0.84;0.08;
13612;48.3109;-2.0327;RCP8.5;H3;3.41;2;0.74;0.08;
13613;48.3148;-1.925;RCP8.5;H3;3.42;2;0.77;0.07;
13614;48.3187;-1.8174;RCP8.5;H3;3.42;2;0.74;0.08;
13615;48.3224;-1.7097;RCP8.5;H3;3.41;1;0.39;0.08;
13616;48.3261;-1.6019;RCP8.5;H3;3.39;2;0.43;0.08;
13617;48.3296;-1.4942;RCP8.5;H3;3.46;2;0.57;0.07;
13618;48.3331;-1.3865;RCP8.5;H3;3.44;2;0.8;0.07;
13619;48.3365;-1.2787;RCP8.5;H3;3.41;2;0.42;0.08;
13620;48.3397;-1.1709;RCP8.5;H3;3.41;2;0.43;0.08;
13621;48.3429;-1.0632;RCP8.5;H3;3.44;2;0.77;0.08;
13622;48.3459;-0.9554;RCP8.5;H3;3.49;3;1.43;0.1;
13623;48.3489;-0.8475;RCP8.5;H3;3.5;2;1.5;0.1;
13624;48.3518;-0.7397;RCP8.5;H3;3.5;3;1.08;0.09;
13625;48.3545;-0.6319;RCP8.5;H3;3.48;3;1.01;0.09;
13626;48.3572;-0.524;RCP8.5;H3;3.56;3;0.78;0.1;
13627;48.3598;-0.4162;RCP8.5;H3;3.58;4;1.5;0.1;
13628;48.3622;-0.3083;RCP8.5;H3;3.57;3;1.59;0.1;
13629;48.3646;-0.2004;RCP8.5;H3;3.6;3;1.74;0.08;
13630;48.3669;-0.0926;RCP8.5;H3;3.57;3;1.7;0.08;
13631;48.3691;0.0153;RCP8.5;H3;3.64;3;2.16;0.1;
13632;48.3711;0.1232;RCP8.5;H3;3.63;4;2.08;0.13;
13633;48.3731;0.2311;RCP8.5;H3;3.63;3;1.73;0.14;
13634;48.375;0.3391;RCP8.5;H3;3.62;3;1.7;0.14;
13635;48.3768;0.447;RCP8.5;H3;3.55;3;1.6;0.1;
13636;48.3784;0.5549;RCP8.5;H3;3.63;2;1.8;0.1;
13637;48.38;0.6629;RCP8.5;H3;3.63;3;1.91;0.09;
13638;48.3815;0.7708;RCP8.5;H3;3.64;2;1.98;0.06;
13639;48.3829;0.8788;RCP8.5;H3;3.64;2;2.01;0.06;
13640;48.3842;0.9867;RCP8.5;H3;3.73;2;2.04;0.06;
13641;48.3854;1.0947;RCP8.5;H3;3.74;2;1.67;0.05;
13642;48.3865;1.2027;RCP8.5;H3;3.72;2;2.26;0.04;
13643;48.3874;1.3106;RCP8.5;H3;3.69;2;2.11;0.04;
13644;48.3883;1.4186;RCP8.5;H3;3.68;2;2.22;0.05;
13645;48.3891;1.5266;RCP8.5;H3;3.67;1;2.35;0.05;
13646;48.3898;1.6346;RCP8.5;H3;3.68;2;2.08;0.05;
13647;48.3904;1.7426;RCP8.5;H3;3.67;2;2.08;0.05;
13648;48.3909;1.8505;RCP8.5;H3;3.66;1;1.94;0.05;
13649;48.3913;1.9585;RCP8.5;H3;3.76;1;1.57;0.06;
13650;48.3916;2.0665;RCP8.5;H3;3.75;1;1.5;0.06;
13651;48.3918;2.1745;RCP8.5;H3;3.74;1;1.87;0.06;
13652;48.3919;2.2825;RCP8.5;H3;3.72;1;1.49;0.06;
13653;48.3919;2.3905;RCP8.5;H3;3.72;1;1.77;0.06;
13654;48.3918;2.4985;RCP8.5;H3;3.72;1;1.53;0.06;
13655;48.3916;2.6065;RCP8.5;H3;3.8;1;1.6;0.05;
13656;48.3913;2.7145;RCP8.5;H3;3.79;1;1.56;0.06;
13657;48.3909;2.8225;RCP8.5;H3;3.74;1;1.39;0.08;
13658;48.3904;2.9305;RCP8.5;H3;3.74;1;1.32;0.08;
13659;48.3898;3.0385;RCP8.5;H3;3.68;1;0.88;0.08;
13660;48.3891;3.1464;RCP8.5;H3;3.65;2;1.08;0.1;
13661;48.3883;3.2544;RCP8.5;H3;3.66;2;0.97;0.1;
13662;48.3875;3.3624;RCP8.5;H3;3.66;2;1.08;0.11;
13663;48.3865;3.4704;RCP8.5;H3;3.65;2;1.12;0.12;
13664;48.3854;3.5783;RCP8.5;H3;3.73;2;1.12;0.11;
13665;48.3842;3.6863;RCP8.5;H3;3.71;2;1.29;0.11;
13666;48.3829;3.7943;RCP8.5;H3;3.71;2;1.5;0.11;
13667;48.3815;3.9022;RCP8.5;H3;3.71;2;0.88;0.11;
13668;48.38;4.0102;RCP8.5;H3;3.67;2;0.74;0.13;
13669;48.3785;4.1181;RCP8.5;H3;3.7;2;1.15;0.13;
13670;48.3768;4.226;RCP8.5;H3;3.72;2;1.08;0.13;
13671;48.375;4.334;RCP8.5;H3;3.74;3;0.7;0.14;
13672;48.3731;4.4419;RCP8.5;H3;3.8;2;0.87;0.13;
13673;48.3712;4.5498;RCP8.5;H3;3.72;3;1.08;0.12;
13674;48.3691;4.6577;RCP8.5;H3;3.73;3;0.84;0.12;
13675;48.3669;4.7656;RCP8.5;H3;3.71;3;1.04;0.11;
13676;48.3646;4.8735;RCP8.5;H3;3.75;3;0.91;0.1;
13677;48.3623;4.9814;RCP8.5;H3;3.79;4;0.67;0.1;
13678;48.3598;5.0892;RCP8.5;H3;3.83;4;0.8;0.1;
13679;48.3572;5.1971;RCP8.5;H3;3.79;3;0.94;0.09;
13680;48.3546;5.3049;RCP8.5;H3;3.8;3;0.91;0.09;
13681;48.3518;5.4128;RCP8.5;H3;3.79;4;1.29;0.11;
13682;48.3489;5.5206;RCP8.5;H3;3.81;4;1.08;0.11;
13683;48.346;5.6284;RCP8.5;H3;3.81;3;0.97;0.11;
13684;48.3429;5.7362;RCP8.5;H3;3.79;4;1.32;0.11;
13685;48.3398;5.844;RCP8.5;H3;3.81;4;1.39;0.11;
13686;48.3365;5.9517;RCP8.5;H3;3.81;3;1.49;0.12;
13687;48.3331;6.0595;RCP8.5;H3;3.83;4;1.04;0.13;
13688;48.3297;6.1672;RCP8.5;H3;3.82;4;0.97;0.13;
13689;48.3261;6.275;RCP8.5;H3;3.81;3;0.83;0.15;
13690;48.3225;6.3827;RCP8.5;H3;3.83;5;0.66;0.14;
13691;48.3187;6.4904;RCP8.5;H3;3.83;5;0.64;0.14;
13692;48.3149;6.5981;RCP8.5;H3;3.78;5;0.7;0.14;
13693;48.3109;6.7057;RCP8.5;H3;3.82;4;1.12;0.16;
13694;48.3069;6.8134;RCP8.5;H3;3.84;6;1.29;0.14;
13695;48.3028;6.921;RCP8.5;H3;3.88;5;1.63;0.13;
13696;48.2985;7.0286;RCP8.5;H3;3.91;5;1.43;0.12;
13697;48.2942;7.1362;RCP8.5;H3;4.01;6;1.94;0.15;
13698;48.2897;7.2438;RCP8.5;H3;4.03;5;1.29;0.13;
13699;48.2852;7.3514;RCP8.5;H3;4.05;2;1.32;0.14;
13700;48.2806;7.4589;RCP8.5;H3;3.92;2;1.83;0.13;
13701;48.2758;7.5665;RCP8.5;H3;3.9;1;0.63;0.2;
13702;48.271;7.674;RCP8.5;H3;3.9;1;0.64;0.19;
13731;48.2583;-4.6204;RCP8.5;H3;0;0;0;0.07;
13732;48.2646;-4.5131;RCP8.5;H3;2.9;3;0.22;0.07;
13733;48.2709;-4.4058;RCP8.5;H3;2.91;3;0.28;0.07;
13734;48.277;-4.2984;RCP8.5;H3;2.89;2;0.15;0.07;
13735;48.283;-4.191;RCP8.5;H3;3.21;4;0.5;0.07;
13736;48.2889;-4.0836;RCP8.5;H3;3.35;4;0.46;0.07;
13737;48.2947;-3.9762;RCP8.5;H3;3.34;3;0.25;0.05;
13738;48.3005;-3.8687;RCP8.5;H3;3.31;3;0.08;0.05;
13739;48.3061;-3.7612;RCP8.5;H3;3.32;4;0.22;0.05;
13740;48.3116;-3.6537;RCP8.5;H3;3.33;3;-0.23;0.05;
13741;48.317;-3.5462;RCP8.5;H3;3.32;3;-0.26;0.05;
13742;48.3224;-3.4387;RCP8.5;H3;3.28;3;-0.19;0.07;
13743;48.3276;-3.3311;RCP8.5;H3;3.23;2;0.22;0.08;
13744;48.3327;-3.2235;RCP8.5;H3;3.24;2;0.29;0.08;
13745;48.3378;-3.1159;RCP8.5;H3;3.25;1;0.36;0.06;
13746;48.3427;-3.0083;RCP8.5;H3;3.27;2;1.18;0.07;
13747;48.3475;-2.9006;RCP8.5;H3;3.26;2;1.18;0.07;
13748;48.3523;-2.7929;RCP8.5;H3;3.28;2;1.42;0.08;
13749;48.3569;-2.6852;RCP8.5;H3;3.28;2;1.33;0.08;
13750;48.3615;-2.5775;RCP8.5;H3;3.29;2;1.46;0.07;
13751;48.3659;-2.4698;RCP8.5;H3;3.31;3;0.63;0.08;
13752;48.3703;-2.3621;RCP8.5;H3;3.45;2;0.91;0.08;
13753;48.3745;-2.2543;RCP8.5;H3;3.42;2;0.53;0.08;
13754;48.3787;-2.1465;RCP8.5;H3;3.39;2;1.04;0.08;
13755;48.3827;-2.0387;RCP8.5;H3;3.42;2;0.94;0.08;
13756;48.3867;-1.9309;RCP8.5;H3;3.42;1;1.08;0.07;
13757;48.3905;-1.8231;RCP8.5;H3;3.4;2;0.39;0.08;
13758;48.3943;-1.7152;RCP8.5;H3;3.39;2;0.43;0.08;
13759;48.3979;-1.6074;RCP8.5;H3;3.37;2;0.25;0.09;
13760;48.4015;-1.4995;RCP8.5;H3;3.37;2;0.08;0.09;
13761;48.4049;-1.3916;RCP8.5;H3;3.42;2;0.45;0.09;
13762;48.4083;-1.2837;RCP8.5;H3;3.41;1;0.12;0.09;
13763;48.4116;-1.1758;RCP8.5;H3;3.42;2;0.08;0.09;
13764;48.4147;-1.0678;RCP8.5;H3;3.5;2;0.5;0.09;
13765;48.4178;-0.9599;RCP8.5;H3;3.5;2;1.33;0.1;
13766;48.4208;-0.8519;RCP8.5;H3;3.5;2;1.39;0.1;
13767;48.4236;-0.744;RCP8.5;H3;3.5;3;0.87;0.09;
13768;48.4264;-0.636;RCP8.5;H3;3.49;3;1.11;0.09;
13769;48.4291;-0.528;RCP8.5;H3;3.56;3;0.87;0.1;
13770;48.4316;-0.42;RCP8.5;H3;3.56;3;1.56;0.1;
13771;48.4341;-0.312;RCP8.5;H3;3.55;3;1.36;0.1;
13772;48.4365;-0.2039;RCP8.5;H3;3.62;3;2.28;0.11;
13773;48.4388;-0.0959;RCP8.5;H3;3.62;4;1.81;0.11;
13774;48.4409;0.0121;RCP8.5;H3;3.58;4;1.56;0.11;
13775;48.443;0.1202;RCP8.5;H3;3.57;4;1.39;0.1;
13776;48.445;0.2282;RCP8.5;H3;3.63;3;1.84;0.11;
13777;48.4469;0.3363;RCP8.5;H3;3.62;3;1.74;0.11;
13778;48.4487;0.4444;RCP8.5;H3;3.63;3;1.98;0.09;
13779;48.4503;0.5525;RCP8.5;H3;3.63;4;2.04;0.09;
13780;48.4519;0.6606;RCP8.5;H3;3.63;3;1.85;0.09;
13781;48.4534;0.7687;RCP8.5;H3;3.64;3;2.15;0.06;
13782;48.4548;0.8768;RCP8.5;H3;3.64;3;1.97;0.06;
13783;48.4561;0.9849;RCP8.5;H3;3.72;2;2.12;0.06;
13784;48.4573;1.093;RCP8.5;H3;3.73;2;1.77;0.05;
13785;48.4584;1.2011;RCP8.5;H3;3.72;2;1.84;0.05;
13786;48.4594;1.3092;RCP8.5;H3;3.69;2;1.84;0.05;
13787;48.4602;1.4173;RCP8.5;H3;3.69;2;1.77;0.05;
13788;48.461;1.5255;RCP8.5;H3;3.68;1;1.73;0.05;
13789;48.4617;1.6336;RCP8.5;H3;3.67;2;1.98;0.05;
13790;48.4623;1.7417;RCP8.5;H3;3.66;2;2.08;0.05;
13791;48.4628;1.8499;RCP8.5;H3;3.68;1;1.7;0.06;
13792;48.4632;1.958;RCP8.5;H3;3.8;1;1.98;0.07;
13793;48.4635;2.0662;RCP8.5;H3;3.75;1;1.84;0.06;
13794;48.4637;2.1743;RCP8.5;H3;3.71;1;1.56;0.06;
13795;48.4638;2.2824;RCP8.5;H3;3.72;1;1.64;0.06;
13796;48.4638;2.3906;RCP8.5;H3;3.72;1;1.7;0.06;
13797;48.4637;2.4987;RCP8.5;H3;3.71;2;1.01;0.05;
13798;48.4635;2.6069;RCP8.5;H3;3.72;2;1.33;0.06;
13799;48.4632;2.715;RCP8.5;H3;3.79;1;1.6;0.06;
13800;48.4628;2.8231;RCP8.5;H3;3.77;1;2.15;0.08;
13801;48.4623;2.9313;RCP8.5;H3;3.77;1;2.01;0.08;
13802;48.4617;3.0394;RCP8.5;H3;3.69;2;1.39;0.08;
13803;48.461;3.1475;RCP8.5;H3;3.63;1;1.32;0.1;
13804;48.4603;3.2557;RCP8.5;H3;3.67;2;1.29;0.1;
13805;48.4594;3.3638;RCP8.5;H3;3.65;2;1.39;0.1;
13806;48.4584;3.4719;RCP8.5;H3;3.66;2;1.42;0.1;
13807;48.4573;3.58;RCP8.5;H3;3.66;2;1.5;0.1;
13808;48.4561;3.6882;RCP8.5;H3;3.73;1;1.26;0.1;
13809;48.4548;3.7963;RCP8.5;H3;3.71;2;1.08;0.11;
13810;48.4534;3.9044;RCP8.5;H3;3.7;2;0.6;0.11;
13811;48.452;4.0125;RCP8.5;H3;3.69;2;0.98;0.13;
13812;48.4504;4.1205;RCP8.5;H3;3.69;2;0.98;0.13;
13813;48.4487;4.2286;RCP8.5;H3;3.73;2;1.19;0.13;
13814;48.4469;4.3367;RCP8.5;H3;3.69;2;1.08;0.13;
13815;48.445;4.4448;RCP8.5;H3;3.7;2;1.12;0.13;
13816;48.4431;4.5528;RCP8.5;H3;3.74;2;1.04;0.13;
13817;48.441;4.6609;RCP8.5;H3;3.72;3;1.36;0.11;
13818;48.4388;4.7689;RCP8.5;H3;3.73;3;1.32;0.11;
13819;48.4365;4.877;RCP8.5;H3;3.74;3;1.29;0.11;
13820;48.4342;4.985;RCP8.5;H3;3.74;3;0.98;0.1;
13821;48.4317;5.093;RCP8.5;H3;3.8;3;1.19;0.1;
13822;48.4291;5.201;RCP8.5;H3;3.79;3;1.12;0.11;
13823;48.4264;5.309;RCP8.5;H3;3.8;3;0.98;0.09;
13824;48.4237;5.417;RCP8.5;H3;3.84;4;0.87;0.12;
13825;48.4208;5.525;RCP8.5;H3;3.81;4;1.08;0.11;
13826;48.4178;5.6329;RCP8.5;H3;3.81;3;0.98;0.11;
13827;48.4148;5.7409;RCP8.5;H3;3.82;3;1.33;0.11;
13828;48.4116;5.8488;RCP8.5;H3;3.84;3;0.84;0.13;
13829;48.4084;5.9567;RCP8.5;H3;3.84;3;0.73;0.12;
13830;48.405;6.0646;RCP8.5;H3;3.85;2;1.01;0.12;
13831;48.4015;6.1725;RCP8.5;H3;3.84;4;1.32;0.13;
13832;48.398;6.2804;RCP8.5;H3;3.82;3;1.14;0.14;
13833;48.3943;6.3882;RCP8.5;H3;3.85;4;0.84;0.16;
13834;48.3906;6.4961;RCP8.5;H3;3.84;5;0.87;0.16;
13835;48.3867;6.6039;RCP8.5;H3;3.8;4;0.6;0.15;
13836;48.3828;6.7117;RCP8.5;H3;3.81;5;1.22;0.16;
13837;48.3787;6.8195;RCP8.5;H3;3.81;7;0.91;0.15;
13838;48.3746;6.9273;RCP8.5;H3;3.82;6;1.15;0.16;
13839;48.3703;7.0351;RCP8.5;H3;3.99;7;1.98;0.15;
13840;48.366;7.1428;RCP8.5;H3;3.99;5;2.22;0.15;
13841;48.3615;7.2506;RCP8.5;H3;4.09;6;0.88;0.14;
13842;48.357;7.3583;RCP8.5;H3;4;5;1.15;0.13;
13843;48.3523;7.466;RCP8.5;H3;3.93;2;1.98;0.13;
13844;48.3476;7.5736;RCP8.5;H3;3.88;1;0.64;0.18;
13845;48.3428;7.6813;RCP8.5;H3;3.88;1;0.6;0.18;
13846;48.3378;7.7889;RCP8.5;H3;0;0;0;0.19;
13873;48.3236;-4.7374;RCP8.5;H3;3.19;2;0.19;0.06;
13874;48.33;-4.6299;RCP8.5;H3;0;0;0;0.06;
13875;48.3363;-4.5225;RCP8.5;H3;0;0;0;0.07;
13876;48.3425;-4.415;RCP8.5;H3;2.91;3;0.25;0.07;
13877;48.3486;-4.3075;RCP8.5;H3;2.91;3;0.25;0.07;
13878;48.3547;-4.2;RCP8.5;H3;2.98;4;-0.99;0.07;
13879;48.3606;-4.0924;RCP8.5;H3;3.31;4;0.43;0.07;
13880;48.3664;-3.9848;RCP8.5;H3;3.27;4;-0.06;0.07;
13881;48.3722;-3.8772;RCP8.5;H3;3.27;3;-0.19;0.06;
13882;48.3778;-3.7696;RCP8.5;H3;3.27;3;-0.12;0.06;
13883;48.3833;-3.662;RCP8.5;H3;3.31;4;-0.09;0.05;
13884;48.3888;-3.5543;RCP8.5;H3;3.26;3;-0.13;0.06;
13885;48.3941;-3.4466;RCP8.5;H3;3.25;3;0.01;0.08;
13886;48.3993;-3.3389;RCP8.5;H3;3.25;3;0.57;0.08;
13887;48.4045;-3.2311;RCP8.5;H3;3.25;3;0.46;0.08;
13888;48.4095;-3.1234;RCP8.5;H3;3.27;2;0.8;0.06;
13889;48.4145;-3.0156;RCP8.5;H3;3.26;2;1.19;0.07;
13890;48.4193;-2.9078;RCP8.5;H3;3.28;2;1.11;0.07;
13891;48.424;-2.8;RCP8.5;H3;3.3;3;1.49;0.08;
13892;48.4287;-2.6921;RCP8.5;H3;3.08;2;1.46;0.08;
13893;48.4332;-2.5843;RCP8.5;H3;3.11;2;1.22;0.08;
13894;48.4377;-2.4764;RCP8.5;H3;3.23;2;1.01;0.09;
13895;48.4421;-2.3685;RCP8.5;H3;3.41;1;0.7;0.09;
13896;48.4463;-2.2606;RCP8.5;H3;3.39;2;0.84;0.08;
13897;48.4505;-2.1527;RCP8.5;H3;3.4;1;0.53;0.1;
13898;48.4545;-2.0447;RCP8.5;H3;3.41;1;0.52;0.1;
13899;48.4585;-1.9368;RCP8.5;H3;3.42;2;0.84;0.09;
13900;48.4623;-1.8288;RCP8.5;H3;3.09;2;-0.61;0.08;
13901;48.4661;-1.7208;RCP8.5;H3;3.09;2;-0.33;0.08;
13902;48.4698;-1.6128;RCP8.5;H3;3.1;2;-0.57;0.08;
13903;48.4733;-1.5048;RCP8.5;H3;3.05;2;-0.27;0.08;
13904;48.4768;-1.3967;RCP8.5;H3;3.1;3;-0.47;0.07;
13905;48.4802;-1.2887;RCP8.5;H3;3.41;1;0.04;0.09;
13906;48.4834;-1.1806;RCP8.5;H3;3.41;2;0.08;0.09;
13907;48.4866;-1.0725;RCP8.5;H3;3.44;2;0.77;0.08;
13908;48.4897;-0.9644;RCP8.5;H3;3.51;3;1.12;0.09;
13909;48.4926;-0.8563;RCP8.5;H3;3.46;3;0.53;0.09;
13910;48.4955;-0.7482;RCP8.5;H3;3.44;3;0.87;0.08;
13911;48.4983;-0.6401;RCP8.5;H3;3.42;3;0.5;0.09;
13912;48.5009;-0.5319;RCP8.5;H3;3.42;3;0.57;0.09;
13913;48.5035;-0.4238;RCP8.5;H3;3.52;3;0.84;0.1;
13914;48.506;-0.3156;RCP8.5;H3;3.53;3;0.87;0.09;
13915;48.5084;-0.2074;RCP8.5;H3;3.58;4;1.11;0.11;
13916;48.5107;-0.0993;RCP8.5;H3;3.68;4;0.66;0.12;
13917;48.5128;0.0089;RCP8.5;H3;3.67;4;0.63;0.12;
13918;48.5149;0.1171;RCP8.5;H3;3.6;3;1.39;0.1;
13919;48.5169;0.2253;RCP8.5;H3;3.56;3;1.6;0.1;
13920;48.5188;0.3336;RCP8.5;H3;3.56;3;1.63;0.1;
13921;48.5206;0.4418;RCP8.5;H3;3.62;3;1.97;0.09;
13922;48.5222;0.55;RCP8.5;H3;3.64;4;2.11;0.1;
13923;48.5238;0.6583;RCP8.5;H3;3.64;4;2.11;0.1;
13924;48.5253;0.7665;RCP8.5;H3;3.64;3;1.6;0.08;
13925;48.5267;0.8748;RCP8.5;H3;3.64;2;1.73;0.08;
13926;48.528;0.983;RCP8.5;H3;3.72;2;2.15;0.07;
13927;48.5292;1.0913;RCP8.5;H3;3.72;2;2.05;0.06;
13928;48.5303;1.1995;RCP8.5;H3;3.74;1;1.81;0.05;
13929;48.5313;1.3078;RCP8.5;H3;3.72;2;1.5;0.06;
13930;48.5322;1.4161;RCP8.5;H3;3.69;2;1.84;0.04;
13931;48.533;1.5244;RCP8.5;H3;3.67;1;1.84;0.04;
13932;48.5336;1.6326;RCP8.5;H3;3.66;2;1.8;0.04;
13933;48.5342;1.7409;RCP8.5;H3;3.66;2;2.11;0.06;
13934;48.5347;1.8492;RCP8.5;H3;3.68;1;1.7;0.06;
13935;48.5351;1.9575;RCP8.5;H3;3.76;1;1.74;0.07;
13936;48.5354;2.0658;RCP8.5;H3;3.75;1;1.87;0.07;
13937;48.5356;2.1741;RCP8.5;H3;3.74;2;1.97;0.07;
13938;48.5357;2.2824;RCP8.5;H3;3.7;1;1.95;0.06;
13939;48.5357;2.3907;RCP8.5;H3;3.7;1;2.18;0.06;
13940;48.5356;2.4989;RCP8.5;H3;3.7;1;1.25;0.05;
13941;48.5354;2.6072;RCP8.5;H3;3.7;1;1.53;0.05;
13942;48.5351;2.7155;RCP8.5;H3;3.7;1;1.43;0.05;
13943;48.5347;2.8238;RCP8.5;H3;3.71;1;1.6;0.06;
13944;48.5343;2.9321;RCP8.5;H3;3.71;1;0.97;0.07;
13945;48.5337;3.0404;RCP8.5;H3;3.72;1;0.98;0.08;
13946;48.533;3.1487;RCP8.5;H3;3.68;1;1.25;0.09;
13947;48.5322;3.2569;RCP8.5;H3;3.66;2;1.32;0.09;
13948;48.5313;3.3652;RCP8.5;H3;3.64;2;1.43;0.1;
13949;48.5303;3.4735;RCP8.5;H3;3.66;2;1.5;0.1;
13950;48.5292;3.5818;RCP8.5;H3;3.66;2;1.53;0.1;
13951;48.528;3.69;RCP8.5;H3;3.68;1;1.64;0.1;
13952;48.5267;3.7983;RCP8.5;H3;3.66;2;1.49;0.1;
13953;48.5253;3.9065;RCP8.5;H3;3.72;1;1.26;0.1;
13954;48.5239;4.0148;RCP8.5;H3;3.69;1;1.08;0.12;
13955;48.5223;4.123;RCP8.5;H3;3.69;1;1.18;0.12;
13956;48.5206;4.2312;RCP8.5;H3;3.7;1;1.26;0.12;
13957;48.5188;4.3395;RCP8.5;H3;3.69;1;1.25;0.12;
13958;48.5169;4.4477;RCP8.5;H3;3.69;1;1.18;0.12;
13959;48.5149;4.5559;RCP8.5;H3;3.75;2;1.43;0.11;
13960;48.5129;4.6641;RCP8.5;H3;3.72;3;1.25;0.11;
13961;48.5107;4.7723;RCP8.5;H3;3.72;3;1.39;0.11;
13962;48.5084;4.8805;RCP8.5;H3;3.74;3;1.11;0.11;
13963;48.506;4.9886;RCP8.5;H3;3.77;3;1.39;0.11;
13964;48.5036;5.0968;RCP8.5;H3;3.77;3;1.15;0.1;
13965;48.501;5.2049;RCP8.5;H3;3.8;3;1.08;0.11;
13966;48.4983;5.3131;RCP8.5;H3;3.79;4;1.32;0.11;
13967;48.4955;5.4212;RCP8.5;H3;3.84;4;1.5;0.1;
13968;48.4927;5.5293;RCP8.5;H3;3.84;3;1.53;0.1;
13969;48.4897;5.6374;RCP8.5;H3;3.84;3;1.32;0.1;
13970;48.4866;5.7455;RCP8.5;H3;3.84;3;1.22;0.11;
13971;48.4835;5.8536;RCP8.5;H3;3.82;3;1.7;0.11;
13972;48.4802;5.9617;RCP8.5;H3;3.84;2;1.25;0.11;
13973;48.4768;6.0697;RCP8.5;H3;3.83;3;1.81;0.13;
13974;48.4734;6.1778;RCP8.5;H3;3.8;3;1.15;0.15;
13975;48.4698;6.2858;RCP8.5;H3;3.81;2;1.05;0.15;
13976;48.4661;6.3938;RCP8.5;H3;3.84;2;1.08;0.16;
13977;48.4624;6.5018;RCP8.5;H3;3.83;2;1.04;0.16;
13978;48.4585;6.6098;RCP8.5;H3;3.8;2;0.85;0.16;
13979;48.4546;6.7178;RCP8.5;H3;3.81;2;1.14;0.16;
13980;48.4505;6.8257;RCP8.5;H3;3.8;3;1.01;0.16;
13981;48.4464;6.9336;RCP8.5;H3;3.82;6;1.26;0.16;
13982;48.4421;7.0415;RCP8.5;H3;3.95;6;1.35;0.16;
13983;48.4378;7.1494;RCP8.5;H3;3.93;6;1.59;0.17;
13984;48.4333;7.2573;RCP8.5;H3;4.02;6;0.39;0.11;
13985;48.4288;7.3652;RCP8.5;H3;4.03;6;0.46;0.14;
13986;48.4241;7.473;RCP8.5;H3;3.99;2;1.39;0.1;
13987;48.4194;7.5808;RCP8.5;H3;3.9;2;0.94;0.17;
13988;48.4145;7.6886;RCP8.5;H3;3.89;1;0.91;0.17;
13989;48.4096;7.7964;RCP8.5;H3;0;0;0;0.19;
14014;48.3821;-4.9622;RCP8.5;H3;0;0;0;0.05;
14016;48.3952;-4.7471;RCP8.5;H3;3.04;2;-0.03;0.05;
14017;48.4016;-4.6395;RCP8.5;H3;3.29;3;-0.58;0.05;
